City,EduID,AC_YEAR,Name,Locality,Street Address,VILLAGE_NAME,State,Pincode,,,,h_place_id,h_category,h_col,h_word,h_name,h_address,,
PHEK,13080201608,2015-16,UNION CHRISTIAN SC.PFUTSERO,PFUTSERO,DUMMY,PFUTSERO TOWN/WARD,Nagaland,797107,,,,ChIJybR4yjiCSDcR6pnVzbfSxUk,B,Locality,pfutsero,UNION CHRISTIAN SCHOOL,"Pfutsero, Nagaland 797107, India",,
PHEK,13080200201,2015-16,GPS MESULUMI,PFUTSERO,DUMMY,MESULUMI,Nagaland,797107,,,,,,,,,,,
PHEK,13080201405,2015-16,GPS PHUSACHODU A,PFUTSERO,DUMMY,PHUSACHODU,Nagaland,797107,,,,,,,,,,,
WOKHA,13050100603,2015-16,GMS WOKHA 'B',WOKHA,CLU_GMS WOKHA -B,WOKHA VILL,Nagaland,797111,,,,ChIJhfaeMjlPRjcRyOs_1l8Y6nU,B,Locality,wokha,GMS,"Wokha, Nagaland 797111, India",,
WOKHA,13050100604,2015-16,MT. CARMEL SCHOOL,WOKHA,CLU_GPS WOKHA VILL A,WOKHA VILL,Nagaland,797111,,,,,,,,,,,
WOKHA,13050200402,2015-16,GMS PANGTI 'B',SANIS,SANIS,PANGTI,Nagaland,797111,,,,,,,,,,,
TUENSANG,13020200101,2015-16,GPS/GMS YEMRUP,NOKSEN,DUMMY,YEMRUP,Nagaland,798616,,,,,,,,,,,
LONGLENG,13090701201,2015-16,GPS SHEMNYUCHING,TAMLU,DUMMY,SHEMNYUCHING,Nagaland,798618,,,,,,,,,,,
LONGLENG,13090700706,2015-16,"GOVT. HIGH SCHOOL, KANGCHING",TAMLU,DUMMY,KANGCHING,Nagaland,798618,,,,ChIJKbsJ_ShyRzcRB552YILB0f8,C,City,longleng,Govt. Highschool Longleng,"Longleng, Nagaland 798625, India",,
LONGLENG,13090700808,2015-16,HOLY CROSS YONGNYAH,TAMLU,DUMMY,YONGNYAH,Nagaland,798618,,,,,,,,,,,
LONGLENG,13090700504,2015-16,CHRISTIAN SCHOOL ,TAMLU,DUMMY,NIAN,Nagaland,798618,,,,,,,,,,,
PEREN,13110500315,2015-16,RAMZIE SCHOOL JALUKIE,PEREN,DUMMY,JALUKIE TOWN,Nagaland,797110,,,,,,,,,,,
PEREN,13110504101,2015-16,GMS KEJANGLWA,PEREN,DUMMY,KEJANGLWA,Nagaland,797101,,,,,,,,,,,
PEREN,13110501402,2015-16,L.M HIGH SCHOOL MHAINAMTSI,PEREN,DUMMY,MHAINAMTSI,Nagaland,797101,,,,ChIJxw8gKbpUTzcRM6Pa71_Scc4,B,Locality,peren,Baptist High School,"Peren, Nagaland 797101, India",,
PEREN,13110507302,2015-16,GPS HENINGKUNGLWA    B,PEREN,DUMMY,HENINGKUNGLWA,Nagaland,797110,,,,,,,,,,,
PEREN,13110504301,2015-16,GMS GAILI,PEREN,DUMMY,GAILI,Nagaland,797110,,,,,,,,,,,
MON,13010800507,2015-16,"KENGPANG SCHOOL, WAKCHING",WAKCHING,DUMMY,WAKCHING,Nagaland,798621,,,,,,,,,,,
MON,13010800508,2015-16,"ST. JOHN SCHOOL, WAKCHING",WAKCHING,DUMMY,WAKCHING,Nagaland,798621,,,,ChIJYwn3ddFfRzcRDbjLcppeUtc,B,Pincode,798621,"St. John School, Mon","Mon, Nagaland 798621, India",,
DIMAPUR,13060408401,2015-16,MODERN SCHOOL,NUILAND,NIULAND,NIULAND TOWN,Nagaland,797112,,,,ChIJh5CdAoMIRjcRqikmyQ-z8Ic,C,City,dimapur,Modern School,"Dimapur,, Chumukeidma, Dimapur, Nagaland 797103, India",,
DIMAPUR,13060400802,2015-16,CHRISTIAN SCHOOL,NUILAND,NIULAND,KUHOXU,Nagaland,797103,,,,ChIJWaXoA3wIRjcR-BJ7MeoqGS0,B,Pincode,797103,Christian School,"Chumukeidma, Dimapur, Nagaland 797103, India",,
LONGLENG,13090600102,2015-16,GPS (HDS)LONGLENG,LONGLENG,DUMMY,LONGLENG TOWN ,Nagaland,798625,,,,,,,,,,,
LONGLENG,13090600106,2015-16,GPS NYENCHING,LONGLENG,DUMMY,LONGLENG TOWN ,Nagaland,798625,,,,,,,,,,,
LONGLENG,13090600107,2015-16,GHS NYENGCHING,LONGLENG,DUMMY,LONGLENG TOWN ,Nagaland,798625,,,,,,,,,,,
LONGLENG,13090600302,2015-16,GPS HUKPHANG 'B',LONGLENG,DUMMY,HUKPHANG,Nagaland,798625,,,,,,,,,,,
ZUNHEBOTO,13040100601,2015-16,GMS LIZUKA,ZUNHEBOTO,ZUNHEBOTO CLUSTER,LIZUKA,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040201701,2015-16,GPS MAROMI,AKULUTO,AKULUTO CLUSTER,MAROMI ,Nagaland,798612,,,,,,,,,,,
PEREN,13110600102,2015-16,JADONANG MEMORIAL HERAKA SCHOOL,TENING,MBAULWA,OLD TESEN ,Nagaland,797101,,,,,,,,,,,
PEREN,13110601606,2015-16,"GOVT. HIGH SCHOOL, NSONG",TENING,NSONG,NSONG TOWN,Nagaland,797101,,,,ChIJGWlScDP_RTcR5SRX-X2U1OU,C,City,peren,"Government Higher Secondary School, Jalukie Town","Peren, Nagaland 797110, India",,
WOKHA,13050202701,2015-16,GHS SUNGRO,SANIS,SANIS,SUNGRO,Nagaland,797111,,,,ChIJF_DPGetoRjcRbKV4Vo8ATbI,C,City,wokha,"GHS, Ruchan Village","Wokha, Nagaland, India",,
WOKHA,13050202901,2015-16,KENDRA SCHOOL E/PROJECT(M/S),SANIS,SANIS,DOYANG,Nagaland,797111,,,,ChIJq6pqj41QRjcRXrT0edNhO6g,A,VILLAGE_NAME,doyang,Vivekananda Kendra Vidyalaya,"P.O. Doyang, Wokha, Nagaland, India",,
WOKHA,13050203101,2015-16,GPS AASHA VILLAGE,SANIS,SANIS,AASHA VILLAGE,Nagaland,797111,,,,,,,,,,,
WOKHA,13050203301,2015-16,GPS L. YANTHUNG VILLAGE,SANIS,SANIS,L/YANTHUNG,Nagaland,797111,,,,,,,,,,,
TUENSANG,13020201103,2015-16,GPS YANGPI 'B',NOKSEN,DUMMY,YANGPI,Nagaland,798616,,,,,,,,,,,
TUENSANG,13020300202,2015-16,GHS LONGTHROK,LONGKHIM,DUMMY,NEW TSADANG,Nagaland,798616,,,,,,,,,,,
TUENSANG,13020300301,2015-16,GPS CHUNGLIYIMTI,LONGKHIM,DUMMY,CHUNGLIYIMTI 'A',Nagaland,798616,,,,,,,,,,,
TUENSANG,13020300402,2015-16,GPS LIJING,LONGKHIM,DUMMY,CHARE,Nagaland,798616,,,,,,,,,,,
PEREN,13110505101,2015-16,GHS BENREU,PEREN,DUMMY,BENREU,Nagaland,797101,,,,,,,,,,,
PEREN,13110700602,2015-16,GHS AHTHIBUNG,AHTHIBUNG,PHANJANG,AHTHIBUNG,Nagaland,797110,,,,,,,,,,,
PEREN,13110701301,2015-16,GPS SONGLHUH,AHTHIBUNG,OLD SOGET,SONGLHUH,Nagaland,797110,,,,,,,,,,,
PEREN,13110701401,2015-16,GPS SAILHEM,AHTHIBUNG,OLD SOGET,SAILHEM,Nagaland,797110,,,,,,,,,,,
TUENSANG,13020504501,2015-16,GPS NEW SANGLAO,NOKLAK,DUMMY,NEW SANGLAO,Nagaland,798626,,,,,,,,,,,
TUENSANG,13020504403,2015-16,"GOVT. HIGH SCHOOL, CHIPHUR",NOKLAK,DUMMY,CHIPUR,Nagaland,798626,,,,ChIJh6f-x_6bRzcRjPEsJ19-_80,C,City,tuensang,Government Higher Secondary School,"Tuensang, Nagaland 798612, India",,
TUENSANG,13020503403,2015-16,GPS THONOKNYU 'B',NOKLAK,DUMMY,THONOKNYU VILLAGE,Nagaland,798626,,,,,,,,,,,
TUENSANG,13020500404,2015-16,ST. PAUL SCHOOL,NOKLAK,DUMMY,NOKLAK TOWN,Nagaland,798626,,,,ChIJ8-PG7gCcRzcRrxNuBaN6WO0,C,City,tuensang,St. John's School,"Tuensang, Nagaland 798612, India",,
KIPHIRE,13100900204,2015-16,GHS SALUMI VILLAGE,PUNGRO,DUMMY,SALOMI,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13100900604,2015-16,GHS MIMI VILLAGE,PUNGRO,DUMMY,MIMI,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13100800125,2015-16,GHS YANGPHI KIPHIRE TOWN,KIPHERE,DUMMY,KIPHIRE TOWN,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13100800126,2015-16,C.Y MONGZAR SCHOOL,KIPHERE,DUMMY,KIPHIRE TOWN,Nagaland,798611,,,,,,,,,,,
WOKHA,13050101703,2015-16,GPS TSUGIKI 'B',WOKHA,CLU_ GPS TSUN,TSUNGIKI,Nagaland,797111,,,,,,,,,,,
WOKHA,13050107901,2015-16,FERNBROOK SCHOOL WOKHA TOWN,WOKHA,CLU_WOKHA,FOREST COLONY WKA,Nagaland,797111,,,,ChIJ_QwoZTpPRjcRE5MZEla4Z1k,B,Locality,wokha,FERNBROOK SCHOOL,"Forest Colony,, Wokha, Nagaland 797111, India",,
MOKOKCHUNG,13030300402,2015-16,GPS MOPUNGCHUKET 'B',KOBULONG,DUMMY,MOPUNGCHUKET VILLAGE,Nagaland,798615,,,,,,,,,,,
MOKOKCHUNG,13030300403,2015-16,YAJEN AIER GHS MOPUNGCHUKET,KOBULONG,DUMMY,MOPUNGCHUKET VILLAGE,Nagaland,798615,,,,,,,,,,,
MOKOKCHUNG,13030300501,2015-16,GPS CHAMI,KOBULONG,DUMMY,CHAMI VILLAGE,Nagaland,798615,,,,,,,,,,,
MON,13010800811,2015-16,GMS NAGINIMORA - C,WAKCHING,DUMMY,NAGINIMORA,Nagaland,798622,,,,ChIJS42kM9FfRzcRkYS1QzaMC_c,C,City,mon,GMS 'A',"Mon, Nagaland 798621, India",,
MON,13010800901,2015-16,GPS HOTAHOTI,WAKCHING,DUMMY,HOTAHOTI,Nagaland,798621,,,,,,,,,,,
PHEK,13080200601,2015-16,GPS CHIZAMI VILLAGE,PFUTSERO,DUMMY,CHIZAMI,Nagaland,797102,,,,,,,,,,,
PHEK,13080302306,2015-16,GPS AKHEGWO M.KHEL,MELURI,DUMMY,AKHEGWO,Nagaland,797114,,,,,,,,,,,
PHEK,13080401203,2015-16,GPS. THIPUZU 'B',CHOZUBA,DUMMY,THIPUZU,Nagaland,797107,,,,,,,,,,,
PHEK,13080402005,2015-16,GPS KHULAZU BASA 'B',CHOZUBA,DUMMY,KHULAZU BASA,Nagaland,797104,,,,ChIJCZGMpQMpRjcRVsKrvuGrKq4,A,VILLAGE_NAME,khulazu basa,GPS B,"Khulazu Basa, Nagaland 797107, India",,
WOKHA,13050304601,2015-16,GPS YIMPANG,BHANDARI,DUMMY,YIMPANG,Nagaland,797111,,,,,,,,,,,
WOKHA,13050304602,2015-16,GHS YIMPANG,BHANDARI,DUMMY,YIMPANG,Nagaland,797111,,,,,,,,,,,
WOKHA,13050304701,2015-16,GPS LIO-LONGCHUM,BHANDARI,DUMMY,LIO-LONGCHUM,Nagaland,797111,,,,,,,,,,,
WOKHA,13050304801,2015-16,GPS BHANDARI TOWN,BHANDARI,DUMMY,BHANDARI,Nagaland,797111,,,,,,,,,,,
TUENSANG,13020100622,2015-16,HOLY CROSS SCHOOL,HAKUSHANG,3RD NAP SAKSI,TUENSANG TOWN,Nagaland,798612,,,,ChIJW1WKn-ObRzcROU9tjTQoMkk,C,City,tuensang,Akum Imlong School,"Tuensang, Nagaland, India",,
TUENSANG,13020100624,2015-16,MOUNT CARMEL SCHOOL BAZAR - B,HAKUSHANG,HAKUSHANG,TUENSANG TOWN,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020100625,2015-16,ASSAM RIFLES SCHOOL,HAKUSHANG,HAKUSHANG,TUENSANG TOWN,Nagaland,798612,,,,ChIJyxMKEeKbRzcRvN2J6FXhPr0,C,City,tuensang,Assam Rifles School,"4 Assam Rifles, Tuensang, C/O- 99 Apo, Nagaland, Tuensang, Nagaland, India",,
TUENSANG,13020100626,2015-16,EKLAVYA MODEL RESIDENTIAL,HAKUSHANG,3RD NAP SAKSI,TUENSANG TOWN,Nagaland,798612,,,,,,,,,,,
PHEK,13080200102,2015-16,GMS PFUTSEROMI,PFUTSERO,DUMMY,PFUTSEROMI,Nagaland,797107,,,,ChIJKWq6wk-CSDcRxKMtP1EoUKA,A,VILLAGE_NAME,pfutseromi,GMS Pfutseromi,"Pfutseromi, Pfutsero, Nagaland 797107, India",,
PHEK,13080200202,2015-16,GHS MESULUMI,PFUTSERO,DUMMY,MESULUMI,Nagaland,797107,,,,,,,,,,,
PHEK,13080201604,2015-16,GPS HORTI FARM PFUTSERO,PFUTSERO,DUMMY,PFUTSERO TOWN/WARD,Nagaland,797107,,,,,,,,,,,
PHEK,13080201304,2015-16,ST. JOSEPH SCHOOL ZHAVAME,PFUTSERO,DUMMY,ZHAVAME,Nagaland,797107,,,,,,,,,,,
TUENSANG,13020200201,2015-16,GPS KUMPONG,NOKSEN,DUMMY,KUMPONG,Nagaland,798616,,,,,,,,,,,
TUENSANG,13020400411,2015-16,"CHRISTIAN HIGH SCHOOL, SHAMATOR",SHAMATOR,DUMMY,SHAMATOR,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020200309,2015-16,GPS ANGAN,NOKSEN,DUMMY,SANGDAK,Nagaland,798616,,,,,,,,,,,
TUENSANG,13020200401,2015-16,GPS/GMS YOKUMSANG,NOKSEN,DUMMY,YUKUMSANG,Nagaland,798616,,,,,,,,,,,
LONGLENG,13090700810,2015-16,"GOVT. HIGH SCHOOL, YONGNYAH",TAMLU,DUMMY,YONGNYAH,Nagaland,798618,,,,ChIJKbsJ_ShyRzcRB552YILB0f8,C,City,longleng,Govt. Highschool Longleng,"Longleng, Nagaland 798625, India",,
LONGLENG,13090700608,2015-16,GMS TAMLU TOWN ,TAMLU,DUMMY,TAMLU,Nagaland,798618,,,,,,,,,,,
LONGLENG,13090700405,2015-16,GMS YONGAM,TAMLU,DUMMY,YONGAM,Nagaland,798618,,,,,,,,,,,
LONGLENG,13090700309,2015-16,KINDERGARDEN SCHOOL,TAMLU,DUMMY,TANGHA,Nagaland,798618,,,,,,,,,,,
ZUNHEBOTO,13040100602,2015-16,GPS LIZUKA,ZUNHEBOTO,ZUNHEBOTO CLUSTER,LIZUKA,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040103802,2015-16,GMS TICHIPA,ZUNHEBOTO,ZUNHEBOTO CLUSTER,TICHIPA,Nagaland,798632,,,,,,,,,,,
ZUNHEBOTO,13040103102,2015-16,GMS POLICE RESERVE (DEF),ZUNHEBOTO,ZUNHEBOTO CLUSTER,DEF (POLICE),Nagaland,798620,,,,,,,,,,,
DIMAPUR,13060404901,2015-16,GPS TOHOKHU,NUILAND,ZHEXUCHE,TOHOKHU,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060405001,2015-16,GPS R HOVISHE,NUILAND,P. VIHOTO,R HOVISHE,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060410901,2015-16,GPS AKITO,NUILAND,ZHEXUCHE,AKITO,Nagaland,797112,,,,,,,,,,,
TUENSANG,13020400402,2015-16,GPS SHAMATOR 'B',SHAMATOR,DUMMY,SHAMATOR,Nagaland,798612,,,,,,,,,,,
LONGLENG,13090600501,2015-16,GPS PONGO 'A',LONGLENG,DUMMY,PONGO,Nagaland,798625,,,,,,,,,,,
LONGLENG,13090600502,2015-16,GPS PONGO 'B',LONGLENG,DUMMY,PONGO,Nagaland,798625,,,,,,,,,,,
KIPHIRE,13100800702,2015-16,GHS LONGMATRA TOWN,KIPHERE,DUMMY,LONGMATRA,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13100803201,2015-16,AGAPE SCHOOL KIPHIRE,KIPHERE,DUMMY,AGAPE SCHOOL KIPHIRE TOWN,Nagaland,798611,,,,ChIJU1Ahz8TrRzcRKSepOF7aOT4,B,Pincode,798611,Agape School Kiphire,"Kiphire, Nagaland 798611, India",,
ZUNHEBOTO,13040601008,2015-16,GPS HEBOLUQA,PUGHOBOTO,PUGHOBOTO  CLUSTER,PUGHOBOTO,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040602303,2015-16,GPS SHESULIMI 'B',PUGHOBOTO,PUGHOBOTO  CLUSTER,SHESULIMI,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040602602,2015-16,GHS IGHANUMI,PUGHOBOTO,PUGHOBOTO  CLUSTER,IGHANUMI ,Nagaland,797104,,,,,,,,,,,
ZUNHEBOTO,13040603004,2015-16,GHS KILOMI,PUGHOBOTO,PUGHOBOTO  CLUSTER,KILOMI,Nagaland,798620,,,,,,,,,,,
WOKHA,13050301803,2015-16,GPS CHANGPANG (ONGC),BHANDARI,DUMMY,CHANGPANG,Nagaland,797111,,,,,,,,,,,
WOKHA,13050301901,2015-16,GPS LIO-WOKHA 'NEW',BHANDARI,DUMMY,L/LONGCHUM,Nagaland,797111,,,,,,,,,,,
WOKHA,13050302001,2015-16,GPS RONI 'A',BHANDARI,DUMMY,RONI,Nagaland,797111,,,,,,,,,,,
WOKHA,13050302101,2015-16,GPS WOKHA OLD,BHANDARI,DUMMY,L/WOKHA OLD,Nagaland,797111,,,,,,,,,,,
TUENSANG,13020300403,2015-16,GPS CHARE STATION,LONGKHIM,DUMMY,CHARE,Nagaland,798616,,,,,,,,,,,
TUENSANG,13020300404,2015-16,SHUYONG SCHOOL CHARE,LONGKHIM,DUMMY,CHARE,Nagaland,798616,,,,,,,,,,,
TUENSANG,13020300405,2015-16,GHS CHARE TOWN,LONGKHIM,DUMMY,CHARE,Nagaland,798616,,,,ChIJ3fL5fvimRzcRR_ZNxmPvWy8,C,City,tuensang,Chare Town Market,"Tuensang, Nagaland, India",,
TUENSANG,13020300406,2015-16,J.N.V.CHARE,LONGKHIM,DUMMY,CHARE,Nagaland,798616,,,,ChIJMct22xunRzcRuhYIbRb7vvg,C,City,tuensang,"JNV Chare, Tuensang","Tuensang, Nagaland, India",,
ZUNHEBOTO,13040502601,2015-16,GHS SATOI TOWN,SATAKHA,SATAKHA  CLUSTER,SATOI TOWN,Nagaland,798629,,,,,,,,,,,
ZUNHEBOTO,13040502701,2015-16,GMS SHENA OLD,SATAKHA,SATAKHA  CLUSTER,SHENA OLD,Nagaland,798629,,,,,,,,,,,
ZUNHEBOTO,13040502801,2015-16,GMS SHOIPU,SATAKHA,SATAKHA  CLUSTER,SHOIPU,Nagaland,798629,,,,,,,,,,,
ZUNHEBOTO,13040502901,2015-16,GPS SHOIXE,SATAKHA,SATAKHA  CLUSTER,SHOIXE,Nagaland,798629,,,,,,,,,,,
TUENSANG,13020500702,2015-16,GMS DAN,NOKLAK,DUMMY,NEW PANGSHA,Nagaland,798626,,,,,,,,,,,
TUENSANG,13020302006,2015-16,MOUNT SINAI SCHOOL,LONGKHIM,EBRC LONGKHIM,LONGKHIM,Nagaland,798616,,,,,,,,,,,
TUENSANG,13020300503,2015-16,"LIZI RESIDENTIAL SCHOOL, CHARE",LONGKHIM,DUMMY,CHARE VILL.,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020100640,2015-16,TRINITY ACADEMY,HAKUSHANG,3RD NAP SAKSI,TUENSANG TOWN,Nagaland,798612,,,,,,,,,,,
KIPHIRE,13101002401,2015-16,GPS LANGZANGER,SEYOCHUNG,DUMMY,LANGZANGER,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13101002501,2015-16,GMS NATSAMI 'A',SEYOCHUNG,DUMMY,NATSAMI 'A',Nagaland,798611,,,,,,,,,,,
KIPHIRE,13101002801,2015-16,GPS NIKIYE,SEYOCHUNG,DUMMY,NIKIYE VILLAGE,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13101001704,2015-16,GPS SITIMI TOWN SECTOR 'B',SEYOCHUNG,DUMMY,SITIMI TOWN,Nagaland,798611,,,,,,,,,,,
WOKHA,13050105401,2015-16,GPS MIDLANE WARD,WOKHA,CLU_WOKHA,MIDLAND (WARD- 4),Nagaland,797111,,,,,,,,,,,
WOKHA,13050106703,2015-16,GPS ORCHID,WOKHA,CLU_WOKHA,ORCHID ,Nagaland,797111,,,,,,,,,,,
WOKHA,13050108401,2015-16,GPS OKHEYAN VILLAGE,WOKHA,CLU_WOZH,OKHEYAN VILLAGE,Nagaland,797110,,,,,,,,,,,
WOKHA,13050101906,2015-16,GHS N.LONGIDANG,WOKHA,CLU_LONGI,N/LONGIDANG,Nagaland,797111,,,,,,,,,,,
MON,13010801001,2015-16,GPS NAMTHAI,WAKCHING,DUMMY,NAMTHAI,Nagaland,798621,,,,,,,,,,,
MON,13010801101,2015-16,GPS BORJAN,WAKCHING,DUMMY,BORJAN,Nagaland,798621,,,,,,,,,,,
MON,13010705813,2015-16,"DON BOSCO SCHOOL, MON TOWN",MON,DUMMY,MON TOWN,Nagaland,798621,,,,ChIJu6P4qcVfRzcRaW-m6qjSd0c,B,Locality,mon,Don Bosco School,"Mon, Nagaland 798621, India",,
MON,13010705815,2015-16,"ST. MARY'S SCHOOL , MON TOWN",MON,DUMMY,MON TOWN,Nagaland,798621,,,,ChIJubpIfuFs44kRgJZd09BL_Cc,B,Locality,mon,St. Mary's School,"35 Tremont St, Lynn, MA 01902, United States",,
PHEK,13080103402,2015-16,ASSAM RIFLE,PHEK,DUMMY,KEREHUBA,Nagaland,797108,,,,ChIJzypxu_LTRzcR2Azym_psdoc,B,Locality,phek,Assam Rifles Helipad,"Phek, Nagaland 797108, India",,
PHEK,13080103601,2015-16,GHS PHEK TOWN,PHEK,DUMMY,PHEK TOWN ,Nagaland,797108,,,,ChIJiUew86XTRzcRZtfxlSKFPT4,B,Pincode,797108,GHS,"Ketsapo, Nagaland 797108, India",,
PHEK,13080103602,2015-16,KIDDIES CORNER PHEK TOWN,PHEK,DUMMY,PHEK TOWN ,Nagaland,797108,,,,ChIJZYAKsOvTRzcRRXjrozh6FeM,B,Locality,phek,Kiddies Corner School (Nursery),"Phek New Town, Nagaland 797108, India",,
PHEK,13080103603,2015-16,ROYAL FOUNDATION SCHOOL PHEK TOWN,PHEK,DUMMY,PHEK TOWN ,Nagaland,797108,,,,ChIJuQK7wuzTRzcRqrpBOaPFWKI,B,Locality,phek,Royal Foundation School,"Phek New Town, Nagaland 797108, India",,
WOKHA,13050304804,2015-16,7TH N.A.P. SCHOOL,BHANDARI,DUMMY,BHANDARI,Nagaland,797111,,,,,,,,,,,
WOKHA,13050304901,2015-16,GHS L/LONGIDANG,BHANDARI,DUMMY,LIO-LONGIDANG,Nagaland,797111,,,,,,,,,,,
WOKHA,13050305002,2015-16,GPS TSSORI OLD,BHANDARI,DUMMY,OLD TSSORI,Nagaland,797111,,,,,,,,,,,
WOKHA,13050305301,2015-16,GHSS BHANDARI,BHANDARI,DUMMY,GHS BHANDARI,Nagaland,797111,,,,,,,,,,,
TUENSANG,13020500801,2015-16,GPS WONSOI,NOKLAK,DUMMY,WONSOI,Nagaland,798626,,,,,,,,,,,
TUENSANG,13020500103,2015-16,GPS DAN (ITC),NOKLAK,DUMMY,DAN,Nagaland,798626,,,,,,,,,,,
KOHIMA,13070701608,2015-16,CHERRY BLOSSOMS SCHOOL,KOHIMA URBAN,DUMMY,WARD 16 - N.MINISTERS HILL/ ,Nagaland,797001,,,,ChIJ58E6BVUgRjcRxFpRTbJkFws,C,City,kohima,Cherry Blossoms School,"National Highway Number 39, Lerie Colony, Kohima, Nagaland 797005, India",,
KOHIMA,13070701609,2015-16,GPS NEW (OLD) MINISTER'S HILL,KOHIMA URBAN,DUMMY,WARD 16 - N.MINISTERS HILL/ ,Nagaland,797001,,,,ChIJ9dCEzKQhRjcROuSWS6M3D2s,B,Pincode,797001,Fabpro Security,"#157, Block-G, Sector-2, Naga Hospital Road, New Market, Kohima, Nagaland 797001, India",,
PHEK,13080400601,2015-16,GMS. SEKRUZU,CHOZUBA,DUMMY,SEKRUZU,Nagaland,797104,,,,,,,,,,,
PHEK,13080400701,2015-16,GMS SUTHOZU NAWE,CHOZUBA,DUMMY,SUTHOZU OLD,Nagaland,797104,,,,,,,,,,,
PHEK,13080400702,2015-16,RADEMA MISSION SCHOOL,CHOZUBA,DUMMY,SUTHOZU OLD,Nagaland,797104,,,,,,,,,,,
ZUNHEBOTO,13040104801,2015-16,SPARKLE SCHOOL,ZUNHEBOTO,ZUNHEBOTO CLUSTER,NALTOQA,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040104802,2015-16,8 NAP UNIT SCHOOL,ZUNHEBOTO,ZUNHEBOTO CLUSTER,NALTOQA,Nagaland,798620,,,,,,,,,,,
TUENSANG,13020200501,2015-16,GPS NGONGCHUNG,NOKSEN,DUMMY,NGONGCHUNG,Nagaland,798616,,,,,,,,,,,
TUENSANG,13020200503,2015-16,"GOVT. HIGH SCHOOL, NGOUNCHUNG",NOKSEN,DUMMY,NGONGCHUNG,Nagaland,798616,,,,ChIJp3ij0MUKRzcRG8VPH2BmJE4,B,Locality,noksen,GOVT. HIGH SCHOOL NOKSEN, TUENSANG, NAGALAND,"Mokokchung - Noksen Rd, Noksen, Nagaland 798614, India"
DIMAPUR,13060501803,2015-16,ST. THOMAS MONTESSORI SCHOOL,DIMAPUR URBAN,DIMAPUR,SIGNAL ANGAMI,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060500405,2015-16,GPS SENJUM,DIMAPUR URBAN,DIMAPUR,KASHIRAM,Nagaland,797112,,,,,,,,,,,
LONGLENG,13090700607,2015-16,GPS TAMLU TOWN A,TAMLU,DUMMY,TAMLU,Nagaland,798618,,,,,,,,,,,
LONGLENG,13090700306,2015-16,NAVODAYA VIDYALAYA,TAMLU,DUMMY,TANGHA,Nagaland,798618,,,,ChIJ54590p1sRzcReRwvR5wYPdw,A,VILLAGE_NAME,tangha,Jawahar Navodaya Vidyalaya,"Tangha Village, Distt.& Po - Longleng, Nagaland-798625, Longleng, Nagaland 798625, India",,
LONGLENG,13090700307,2015-16,GPS TANGHA 'C',TAMLU,DUMMY,TANGHA,Nagaland,798618,,,,,,,,,,,
LONGLENG,13090701803,2015-16,GPS YONGLOK,TAMLU,DUMMY,YONGLOK,Nagaland,798618,,,,,,,,,,,
ZUNHEBOTO,13040104901,2015-16,GMS LAGHILATO,ZUNHEBOTO,ZUNHEBOTO CLUSTER,LAGHILATO,Nagaland,798620,,,,ChIJBa_Fcf22RzcR4RAbDY0deqE,B,Locality,zunheboto,Laghilato Church,"Zunheboto, Nagaland, India",,
ZUNHEBOTO,13040104805,2015-16,GMS NALTOQA,ZUNHEBOTO,ZUNHEBOTO CLUSTER,NALTOQA,Nagaland,798632,,,,,,,,,,,
ZUNHEBOTO,13040105104,2015-16,IMMANUEL SCHOOL,ZUNHEBOTO,ZUNHEBOTO CLUSTER,PROJECT  COLONY WARD,Nagaland,798620,,,,ChIJlz3dKKq3RzcRsPAKnTaStzw,B,Locality,zunheboto,"Immanuel School, Zunheboto","Project Colony, Zunheboto, Nagaland 798620, India",,
ZUNHEBOTO,13040102601,2015-16,GPS LIZU NAGHUTO,ZUNHEBOTO,ZUNHEBOTO CLUSTER,LIZU NAGHUTO,Nagaland,798620,,,,,,,,,,,
TUENSANG,13020400405,2015-16,GHS SHAMATOR,SHAMATOR,DUMMY,SHAMATOR,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020400501,2015-16,GPS RURUR 'A',SHAMATOR,DUMMY,RURUR,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020400502,2015-16,GPS/GMS RURUR 'B',SHAMATOR,DUMMY,RURUR,Nagaland,798612,,,,,,,,,,,
